id,prediction
666677,24.18920040982934
666678,24.390658420098035
666679,27.67972302744396
666680,28.342611060584737
666681,33.67862111848369
666682,37.05915837415978
666683,34.28442096904227
666684,13.666006293292572
666685,13.058995871126294
666686,12.7605613526856
666687,13.675377303746966
666688,15.59819220581875
666689,20.93644083950243
666690,20.37714233951978
666691,9.280565702236672
666692,12.421355729456636
666693,10.450417818995184
666694,14.19450792900924
666695,15.998566018443615
666696,17.47888584030491
666697,16.416468820234073
666698,16.421065658028827
666699,19.70902278785684
666700,19.99588135902792
666701,18.144624555284658
666702,23.18657758434737
666703,23.99425019877313
666704,23.50881815371957
666705,6.518501751030311
666706,7.469497432007534
666707,7.169987173051206
666708,6.917288095555949
666709,6.921893738677417
666710,8.423721464016051
666711,8.35488362811607
666712,21.2113632584757
666713,21.931237908852317
666714,21.9171957301859
666715,25.188330589789043
666716,28.57880348398442
666717,34.095932236470595
666718,27.838637056865483
666719,17.59879979983153
666720,21.76344860655116
666721,17.009517626400662
666722,20.368788147770434
666723,24.13103832472823
666724,31.611255363472623
666725,30.307239560156727
666726,56.62436602003572
666727,60.072288844372736
666728,59.250245151879405
666729,70.1513695958276
666730,81.8385544030598
666731,103.13421260677634
666732,88.84727605778285
666733,31.552920419797527
666734,34.31421545235624
666735,34.44132874891685
666736,40.81159429172911
666737,45.26727840271521
666738,50.13525529276966
666739,49.490256843330656
666740,13.78952314078876
666741,15.371913232658146
666742,15.97449118417718
666743,17.3343946417029
666744,19.10981424155455
666745,22.43184550345013
666746,17.290615465357195
666747,3.328235097376114
666748,3.616859039506905
666749,4.223191011169985
666750,4.289529964221741
666751,3.9869913731565294
666752,5.577856438064103
666753,5.394631755094846
666754,16.07972724697052
666755,17.607964064689703
666756,18.050417999015842
666757,17.717644818728708
666758,22.72475776231225
666759,29.1085598573239
666760,25.86385108023892
666761,6.327448206708308
666762,7.373327209584688
666763,6.71921276992637
666764,8.028657862760927
666765,10.040892971531212
666766,11.832052031348345
666767,9.917233037149073
666768,7.837587292789064
666769,7.882768759376902
666770,7.499713294051654
666771,9.32561085037921
666772,10.697866356245276
666773,13.914292062718424
666774,12.894311796416737
666775,6.44260047425177
666776,6.971571620831197
666777,7.53683752549898
666778,7.826544991052189
666779,7.193275982893094
666780,9.633716982201616
666781,8.988371781205386
666782,13.164584175732452
666783,11.814741047125155
666784,12.504405607259166
666785,11.719580451748412
666786,14.697600439922153
666787,20.58988444305285
666788,17.789520286284063
666789,4.1997178070097165
666790,5.358510943818735
666791,4.929700513868905
666792,4.864265031002373
666793,5.506332743019679
666794,7.727068989861632
666795,6.30124551977544
666796,27.86756284526876
666797,32.41111632302927
666798,32.21260691464408
666799,34.971173941584524
666800,40.20221305615908
666801,49.082856825465726
666802,42.38318841948166
666803,10.22008521933386
666804,11.839569023159463
666805,14.24615659249225
666806,12.385207916996526
666807,13.13550324440276
666808,17.232406305368205
666809,15.911235746851643
666810,17.569416446377534
666811,16.463899549670916
666812,18.382166716754917
666813,19.216480980981608
666814,22.821322874434543
666815,29.22443705595427
666816,25.52747752913326
666817,16.53851420751751
666818,20.470656740065195
666819,16.432855397436285
666820,21.762168836840864
666821,24.35675011618809
666822,32.73334583471036
666823,26.262623103279218
666824,12.52724194918639
666825,12.713298621730274
666826,13.37217055337543
666827,15.194669893943837
666828,16.168113549353055
666829,19.12800764573371
666830,17.50432681874358
666831,73.3655497183167
